id,label
446,0
447,6
448,4
449,1
450,0
451,3
452,3
453,4
454,4
455,5
456,2
457,4
458,2
459,6
460,5
461,5
462,3
463,3
464,6
465,4
466,6
467,3
468,3
469,2
470,3
471,5
472,6
473,3
474,6
475,1
476,3
477,6
478,6
479,4
480,0
481,6
482,6
483,4
484,4
485,2
486,6
487,5
488,3
489,6
490,5
491,6
492,3
493,5
494,4
495,4
496,5
497,5
498,4
499,5
500,4
501,2
502,3
503,5
504,4
505,3
506,6
507,4
508,6
509,4
510,2
511,3
512,2
513,4
514,6
515,3
516,5
517,4
518,4
519,4
520,3
521,6
522,4
523,6
524,3
525,6
526,3
527,0
528,4
529,4
530,3
531,3
532,5
533,5
534,0
535,6
536,4
537,6
538,5
539,4
540,4
541,6
542,6
543,6
544,4
545,2
546,3
547,4
548,3
549,5
550,4
551,4
552,2
553,4
554,0
555,4
556,2
557,4
558,6
559,4
560,1
561,3
562,5
563,0
564,2
565,5
566,3
567,5
568,3
569,0
570,0
571,3
572,6
573,4
574,2
575,2
576,4
577,3
578,4
579,4
580,3
581,4
582,3
583,3
584,5
585,4
586,4
587,4
588,6
589,4
590,4
591,3
592,4
593,4
594,3
595,4
596,2
597,0
598,2
599,6
600,3
601,2
602,4
603,6
604,3
605,4
606,0
607,4
608,6
609,4
610,6
611,5
612,3
613,4
614,5
615,4
616,0
617,4
618,4
619,4
620,3
621,4
622,4
623,3
624,3
625,3
626,4
627,2
628,0
629,3
630,4
631,5
632,4
633,2
634,3
635,6
636,5
637,3
638,0
639,4
640,5
641,4
642,3
643,2
644,3
645,4
646,3
647,6
648,5
649,3
650,2
651,4
652,4
653,3
654,4
655,6
656,3
657,0
658,4
659,5
660,4
661,3
662,3
663,3
664,6
665,5
666,6
667,4
668,4
669,0
670,3
671,6
672,2
673,2
674,6
675,6
676,0
677,3
678,2
679,6
680,0
681,2
682,6
683,4
684,4
685,6
686,3
687,3
688,2
689,3
690,3
691,5
692,6
693,0
694,6
695,6
696,2
697,3
698,4
699,0
700,5
701,3
702,0
703,6
704,2
705,2
706,3
707,3
708,3
709,3
710,2
711,3
712,2
713,3
714,4
715,3
716,3
717,0
718,2
719,6
720,6
721,3
722,3
723,0
724,3
725,0
726,6
727,5
728,2
729,4
730,3
731,2
732,3
733,2
734,6
735,6
736,6
737,4
738,0
739,3
740,0
741,0
742,4
743,6
744,4
745,4
746,0
747,3
748,5
749,6
750,6
751,3
752,0
753,4
754,6
755,4
756,0
757,0
758,5
759,3
760,6
761,0
762,6
763,3
764,3
765,3
766,3
767,3
768,6
769,4
770,3
771,6
772,4
773,6
774,4
775,5
776,3
777,0
778,4
779,6
780,3
781,4
782,4
783,4
784,0
785,6
786,3
787,2
788,3
789,6
790,0
791,6
792,4
793,4
794,3
795,3
796,6
797,6
798,0
799,5
800,3
801,0
802,3
803,4
804,3
805,3
806,5
807,4
808,6
809,4
810,3
811,0
812,3
813,3
814,0
815,4
816,6
817,3
818,2
819,2
820,4
821,5
822,4
823,0
824,5
825,6
826,5
827,2
828,5
829,5
830,0
831,5
832,2
833,4
834,4
835,6
836,4
837,4
838,1
839,0
840,6
841,4
842,5
843,4
844,4
845,0
846,3
847,4
848,6
849,5
850,4
851,4
852,3
853,6
854,2
855,3
856,4
857,3
858,4
859,6
860,3
861,5
862,6
863,6
864,4
865,2
866,0
867,4
868,3
869,4
870,3
871,3
872,0
873,2
874,5
875,4
876,4
877,5
878,3
879,5
880,3
881,4
882,2
883,6
884,5
885,4
886,2
887,0
888,4
889,3
890,0
891,5
892,4
893,4
894,2
895,6
896,2
897,4
898,6
899,6
900,6
901,3
902,3
903,3
904,5
905,3
906,3
907,5
908,2
909,5
910,5
911,4
912,4
913,0
914,4
915,3
916,6
917,6
918,4
919,4
920,6
921,3
922,3
923,3
924,2
925,3
926,0
927,6
928,6
929,0
930,2
931,4
932,6
933,4
934,6
935,4
936,3
937,6
938,3
939,3
940,3
941,6
942,3
943,0
944,6
945,6
946,4
947,4
948,2
949,3
950,5
951,6
952,0
953,2
954,0
955,2
956,4
957,6
958,4
959,5
960,2
961,3
962,6
963,3
964,3
965,0
966,4
967,4
968,3
969,3
970,3
971,3
972,3
973,0
974,6
975,4
976,4
977,0
978,3
979,0
980,6
981,5
982,6
983,4
984,3
985,0
986,3
987,0
988,3
989,2
990,3
991,4
992,2
993,4
994,4
995,2
996,3
997,6
998,4
999,4
1000,2
1001,3
1002,6
1003,4
1004,6
1005,6
1006,4
1007,6
1008,3
1009,0
1010,0
1011,3
1012,6
1013,3
1014,0
1015,3
1016,4
1017,0
1018,3
1019,2
1020,6
1021,0
1022,2
1023,4
1024,2
1025,4
1026,4
1027,4
1028,4
1029,6
1030,4
1031,0
1032,6
1033,3
1034,0
1035,3
1036,3
1037,0
1038,5
1039,3
1040,3
1041,4
1042,3
1043,6
1044,3
1045,0
1046,0
1047,4
1048,0
1049,6
1050,3
1051,4
1052,5
1053,2
1054,5
1055,3
1056,4
1057,6
1058,0
1059,4
1060,3
1061,4
1062,3
1063,6
1064,3
1065,0
1066,3
1067,3
1068,4
1069,3
1070,4
1071,6
1072,2
1073,3
1074,6
1075,3
1076,4
1077,4
1078,2
1079,0
1080,3
1081,3
1082,5
1083,4
1084,0
1085,6
1086,3
1087,5
1088,5
1089,6
1090,0
1091,3
1092,4
1093,3
1094,6
1095,4
1096,3
1097,3
1098,0
1099,6
1100,4
1101,0
1102,0
1103,2
1104,4
1105,2
1106,0
1107,4
1108,6
1109,0
1110,4
1111,6
1112,3
1113,4
1114,4
1115,4
1116,4
1117,3
1118,4
1119,3
1120,2
1121,3
1122,3
1123,4
1124,5
1125,3
1126,3
1127,2
1128,2
1129,4
1130,6
1131,6
1132,6
1133,3
1134,6
1135,0
1136,2
1137,4
1138,3
1139,3
1140,5
1141,0
1142,3
1143,4
1144,4
1145,4
1146,6
1147,3
1148,0
1149,4
1150,6
1151,6
1152,0
1153,0
1154,5
1155,5
1156,3
1157,3
1158,3
1159,0
1160,2
1161,6
1162,3
1163,5
1164,4
1165,6
1166,0
1167,0
1168,3
1169,0
1170,6
1171,4
1172,3
1173,5
1174,2
1175,3
1176,4
1177,5
1178,3
1179,2
1180,3
1181,3
1182,4
1183,6
1184,6
1185,5
1186,3
1187,6
1188,4
1189,3
1190,4
1191,4
1192,5
1193,4
1194,3
1195,5
1196,3
1197,4
1198,3
1199,4
1200,0
1201,6
1202,4
1203,6
1204,2
1205,2
1206,3
1207,3
1208,3
1209,4
1210,3
1211,5
1212,4
1213,3
1214,3
1215,4
1216,4
1217,3
1218,5
1219,6
1220,4
1221,3
1222,5
1223,3
1224,0
1225,3
1226,4
1227,2
1228,4
1229,6
1230,6
1231,3
1232,0
1233,6
1234,6
1235,6
1236,0
1237,3
1238,4
1239,3
1240,4
1241,3
1242,6
1243,5
1244,6
1245,3
1246,5
1247,4
1248,2
1249,3
1250,3
1251,6
1252,4
1253,6
1254,0
1255,6
1256,3
1257,4
1258,4
1259,2
1260,6
1261,4
1262,0
1263,4
1264,4
1265,3
1266,3
1267,0
1268,4
1269,6
1270,3
1271,0
1272,3
1273,0
1274,2
1275,5
1276,2
1277,2
1278,3
1279,6
1280,0
1281,2
1282,3
1283,3
1284,4
1285,4
1286,4
1287,6
1288,5
1289,4
1290,3
1291,2
1292,4
1293,0
1294,3
1295,6
1296,5
1297,3
1298,4
1299,5
1300,6
1301,4
1302,3
1303,6
1304,2
1305,5
1306,3
1307,3
1308,6
1309,3
1310,6
1311,6
1312,3
1313,4
1314,2
1315,0
1316,2
1317,3
1318,4
1319,0
1320,2
1321,6
1322,4
1323,2
1324,3
1325,3
1326,4
1327,6
1328,5
1329,0
1330,6
1331,2
1332,6
1333,6
1334,4
1335,4
1336,2
1337,3
1338,4
1339,5
1340,3
1341,6
1342,2
1343,6
1344,4
1345,6
1346,6
1347,6
1348,3
1349,4
1350,6
1351,2
1352,3
1353,3
1354,6
1355,3
1356,6
1357,3
1358,5
1359,6
1360,3
1361,6
1362,5
1363,6
1364,5
1365,0
1366,6
1367,2
1368,0
1369,2
1370,0
1371,2
1372,5
1373,3
1374,3
1375,4
1376,4
1377,6
1378,5
1379,4
1380,3
1381,4
1382,3
1383,0
1384,4
1385,2
1386,3
1387,5
1388,3
1389,3
1390,3
1391,6
1392,3
1393,3
1394,6
1395,4
1396,3
1397,3
1398,3
1399,5
1400,0
1401,6
1402,3
1403,5
1404,0
1405,3
1406,4
1407,3
1408,6
1409,3
1410,3
1411,0
1412,4
1413,4
1414,6
1415,2
1416,4
1417,4
1418,3
1419,2
1420,2
1421,4
1422,3
1423,4
1424,2
1425,4
1426,3
1427,6
1428,4
1429,3
1430,3
1431,4
1432,2
1433,5
1434,3
1435,4
1436,4
1437,0
1438,3
1439,3
1440,3
1441,2
1442,2
1443,5
1444,4
1445,6
1446,3
1447,2
1448,6
1449,3
1450,6
1451,6
1452,6
1453,3
1454,3
1455,3
1456,0
1457,3
1458,3
1459,4
1460,6
1461,6
1462,0
1463,4
1464,2
1465,3
1466,3
1467,3
1468,5
1469,3
1470,4
1471,3
1472,4
1473,3
1474,4
1475,5
1476,3
1477,3
1478,3
1479,3
1480,0
1481,5
1482,2
1483,5
1484,3
1485,0
1486,3
1487,4
1488,0
1489,0
1490,3
1491,4
1492,3
1493,3
1494,6
1495,5
1496,2
1497,6
1498,4
1499,0
1500,5
1501,6
1502,4
1503,6
1504,2
1505,4
1506,6
1507,3
1508,3
1509,4
1510,2
1511,4
1512,4
1513,2
1514,6
1515,4
1516,5
1517,0
1518,0
1519,3
1520,4
1521,0
1522,4
1523,5
1524,0
1525,6
1526,0
1527,4
1528,4
1529,6
1530,2
1531,4
1532,3
1533,4
1534,5
1535,1
1536,3
1537,6
1538,4
1539,3
1540,3
1541,4
1542,2
1543,0
1544,3
1545,4
1546,6
1547,3
1548,2
1549,3
1550,3
1551,6
1552,3
1553,0
1554,2
1555,3
1556,3
1557,6
1558,3
1559,0
1560,4
1561,4
1562,6
1563,3
1564,2
1565,4
1566,6
1567,4
1568,4
1569,2
1570,0
1571,2
1572,6
1573,5
1574,6
1575,3
1576,0
1577,3
1578,6
1579,3
1580,4
1581,6
1582,3
1583,4
1584,5
1585,6
1586,6
1587,4
1588,6
1589,4
1590,3
1591,5
1592,6
1593,0
1594,4
1595,3
1596,0
1597,4
1598,3
1599,3
1600,4
1601,4
1602,6
1603,5
1604,6
1605,6
1606,4
1607,5
1608,0
1609,2
1610,2
1611,2
1612,2
1613,5
1614,6
1615,3
1616,2
1617,4
1618,0
1619,3
1620,3
1621,3
1622,4
1623,3
1624,6
1625,4
1626,4
1627,4
1628,3
1629,3
1630,6
1631,5
1632,6
1633,3
1634,3
1635,2
1636,6
1637,4
1638,4
1639,4
1640,2
1641,6
1642,3
1643,0
1644,2
1645,4
1646,5
1647,4
1648,0
1649,4
1650,3
1651,5
1652,3
1653,6
1654,3
1655,2
1656,4
1657,4
1658,6
1659,4
1660,1
1661,3
1662,4
1663,6
1664,6
1665,6
1666,3
1667,6
1668,4
1669,4
1670,4
1671,6
1672,6
1673,4
1674,4
1675,4
1676,6
1677,4
1678,5
1679,5
1680,2
1681,5
1682,6
1683,3
1684,5
1685,0
1686,6
1687,4
1688,0
1689,4
1690,0
1691,3
1692,3
1693,4
1694,3
1695,4
1696,0
1697,3
1698,3
1699,3
1700,6
1701,6
1702,4
1703,3
1704,4
1705,3
1706,6
1707,3
1708,3
1709,4
1710,6
1711,4
1712,6
1713,3
1714,4
1715,3
1716,3
1717,6
1718,5
1719,1
1720,2
1721,0
1722,5
1723,4
1724,2
1725,6
1726,4
1727,3
1728,3
1729,4
1730,4
1731,4
1732,6
1733,4
1734,6
1735,6
1736,4
1737,0
1738,0
1739,5
1740,3
1741,2
1742,5
1743,3
1744,3
1745,4
1746,4
1747,6
1748,6
1749,2
1750,2
1751,0
1752,6
1753,4
1754,3
1755,4
1756,6
1757,4
1758,4
1759,2
1760,6
1761,3
1762,3
1763,6
1764,0
1765,6
1766,4
1767,3
1768,3
1769,3
1770,6
1771,2
1772,6
1773,3
1774,3
1775,6
1776,6
1777,0
1778,0
1779,2
1780,5
1781,6
1782,2
1783,2
1784,3
1785,3
1786,4
1787,4
1788,4
1789,3
1790,1
1791,3
1792,4
1793,3
1794,4
1795,4
1796,4
1797,0
1798,2
1799,0
1800,3
1801,6
1802,4
1803,3
1804,6
1805,4
1806,4
1807,3
1808,3
1809,5
1810,4
1811,5
1812,3
1813,6
1814,1
1815,2
1816,5
1817,5
1818,6
1819,5
1820,4
1821,6
1822,3
1823,3
1824,4
1825,6
1826,3
1827,0
1828,5
1829,0
1830,6
1831,4
1832,6
1833,6
1834,4
1835,4
1836,0
1837,3
1838,6
1839,0
1840,6
1841,1
1842,4
1843,3
1844,6
1845,6
1846,0
1847,4
1848,6
1849,3
1850,6
1851,3
1852,6
1853,4
1854,6
1855,2
1856,3
1857,3
1858,5
1859,5
1860,4
1861,4
1862,3
1863,0
1864,6
1865,5
1866,4
1867,2
1868,3
1869,6
1870,2
1871,2
1872,4
1873,3
1874,4
1875,3
1876,4
1877,5
1878,3
1879,4
1880,0
1881,5
1882,3
1883,4
1884,3
1885,4
1886,4
1887,5
1888,5
1889,5
1890,5
1891,6
1892,0
1893,0
1894,6
1895,4
1896,0
1897,4
1898,4
1899,3
1900,0
1901,4
1902,4
1903,4
1904,3
1905,6
1906,6
1907,6
1908,4
1909,6
1910,3
1911,2
1912,4
1913,6
1914,5
1915,6
1916,5
1917,3
1918,4
1919,5
1920,2
1921,5
1922,4
1923,4
1924,4
1925,0
1926,3
1927,3
1928,3
1929,4
1930,1
1931,5
1932,2
1933,2
1934,4
1935,5
1936,2
1937,3
1938,4
1939,4
1940,3
1941,0
1942,3
1943,3
1944,4
1945,6
1946,4
1947,4
1948,2
1949,5
1950,4
1951,6
1952,3
1953,4
1954,3
1955,4
1956,4
1957,6
1958,3
1959,3
1960,5
1961,3
1962,4
1963,3
1964,2
1965,4
1966,3
1967,3
1968,3
1969,3
1970,3
1971,4
1972,5
1973,4
1974,3
1975,6
1976,4
1977,6
1978,4
1979,3
1980,3
1981,6
1982,4
1983,3
1984,3
1985,4
1986,4
1987,0
1988,3
1989,4
1990,4
1991,3
1992,4
1993,6
1994,6
1995,4
1996,6
1997,6
1998,6
1999,6
2000,0
2001,3
2002,5
2003,4
2004,6
2005,5
2006,6
2007,5
2008,6
2009,3
2010,3
2011,4
2012,2
2013,2
2014,2
2015,3
2016,5
2017,5
2018,0
2019,3
2020,6
2021,3
2022,6
2023,3
2024,4
2025,3
2026,0
2027,0
2028,3
2029,5
2030,0
2031,5
2032,3
2033,3
2034,4
2035,0
2036,0
2037,4
2038,2
2039,2
2040,3
2041,4
2042,5
2043,4
2044,2
2045,4
2046,3
2047,6
2048,0
2049,2
2050,6
2051,3
2052,1
2053,6
2054,6
2055,3
2056,4
2057,6
2058,4
2059,3
2060,2
2061,0
2062,3
2063,3
2064,1
2065,2
2066,6
2067,0
2068,5
2069,5
2070,3
2071,3
2072,4
2073,3
2074,3
2075,0
2076,0
2077,4
2078,5
2079,0
2080,4
2081,5
2082,4
2083,6
2084,3
2085,4
2086,3
2087,3
2088,0
2089,0
2090,6
2091,6
2092,3
2093,3
2094,6
2095,3
2096,3
2097,4
2098,3
2099,3
2100,3
2101,4
2102,5
2103,4
2104,5
2105,3
2106,0
2107,4
2108,3
2109,6
2110,2
2111,3
2112,5
2113,3
2114,3
2115,3
2116,3
2117,3
2118,3
2119,1
2120,0
2121,3
2122,0
2123,3
2124,6
2125,3
2126,3
2127,3
2128,3
2129,6
2130,4
2131,6
2132,6
2133,3
2134,0
2135,6
2136,3
2137,0
2138,4
2139,3
2140,3
2141,6
2142,3
2143,6
2144,0
2145,3
2146,3
2147,6
2148,2
2149,1
2150,3
2151,5
2152,3
2153,6
2154,4
2155,3
2156,0
2157,0
2158,4
2159,6
2160,6
2161,3
2162,3
2163,2
2164,5
2165,3
2166,3
2167,5
2168,6
2169,3
2170,3
2171,4
2172,3
2173,0
2174,6
2175,6
2176,3
2177,2
2178,0
2179,6
2180,2
2181,2
2182,3
2183,6
2184,0
2185,3
2186,3
2187,4
2188,3
2189,4
2190,5
2191,0
2192,4
2193,3
2194,3
2195,3
2196,6
2197,3
2198,0
2199,3
2200,3
2201,4
2202,4
2203,3
2204,4
2205,6
2206,4
2207,2
2208,0
2209,4
2210,6
2211,3
2212,3
2213,4
2214,4
2215,4
2216,2
2217,6
2218,4
2219,4
2220,5
2221,2
2222,4
2223,6
2224,4
2225,6
2226,5
2227,4
2228,2
2229,3
2230,0
2231,2
2232,2
2233,3
2234,5
2235,3
2236,3
2237,0
2238,4
2239,3
2240,5
2241,4
2242,3
2243,3
2244,3
2245,4
2246,3
2247,0
2248,6
2249,4
2250,6
2251,3
2252,6
2253,4
2254,6
2255,5
2256,3
2257,4
2258,3
2259,4
2260,3
2261,3
2262,5
2263,4
2264,6
2265,4
2266,3
2267,4
2268,6
2269,3
2270,3
2271,0
2272,6
2273,4
2274,6
2275,6
2276,6
2277,3
2278,4
2279,0
2280,5
2281,3
2282,3
2283,4
2284,5
2285,0
2286,3
2287,4
2288,3
2289,2
2290,3
2291,3
2292,3
2293,6
2294,3
2295,2
2296,5
2297,3
2298,6
2299,3
2300,6
2301,6
2302,6
2303,3
2304,0
2305,2
2306,2
2307,3
2308,3
2309,3
2310,0
2311,3
2312,6
2313,3
2314,2
2315,3
2316,3
2317,2
2318,3
2319,0
2320,3
2321,6
2322,0
2323,4
2324,4
2325,5
2326,3
2327,4
2328,5
2329,6
2330,3
2331,2
2332,6
2333,0
2334,3
2335,0
2336,0
2337,4
2338,5
2339,6
2340,0
2341,6
2342,3
2343,3
2344,3
2345,5
2346,6
2347,3
2348,2
2349,2
2350,6
2351,0
2352,3
2353,3
2354,3
2355,2
2356,4
2357,3
2358,3
2359,5
2360,4
2361,6
2362,5
2363,3
2364,6
2365,4
2366,6
2367,3
2368,0
2369,3
2370,2
2371,3
2372,6
2373,4
2374,4
2375,4
2376,3
2377,3
2378,3
2379,4
2380,3
2381,5
2382,4
2383,6
2384,2
2385,3
2386,0
2387,6
2388,5
2389,6
2390,2
2391,0
2392,3
2393,5
2394,6
2395,6
2396,0
2397,3
2398,3
2399,0
2400,6
2401,6
2402,0
2403,6
2404,3
2405,2
2406,4
2407,2
2408,0
2409,3
2410,3
2411,6
2412,3
2413,2
2414,3
2415,3
2416,3
2417,0
2418,0
2419,3
2420,0
2421,2
2422,3
2423,0
2424,5
2425,3
2426,4
2427,3
2428,3
2429,3
2430,6
2431,3
2432,3
2433,3
2434,4
2435,0
2436,3
2437,3
2438,5
2439,3
2440,6
2441,3
2442,0
2443,5
2444,6
2445,2
2446,2
2447,0
2448,2
2449,4
2450,5
2451,3
2452,5
2453,4
2454,5
2455,4
2456,6
2457,3
2458,3
2459,1
2460,2
2461,3
2462,3
2463,6
2464,6
2465,4
2466,0
2467,3
2468,3
2469,3
2470,0
2471,3
2472,5
2473,6
2474,4
2475,4
2476,5
2477,3
2478,5
2479,2
2480,6
2481,2
2482,0
2483,5
2484,4
2485,3
2486,4
2487,1
2488,6
2489,5
2490,5
2491,5
2492,2
2493,3
2494,6
2495,2
2496,2
2497,5
2498,0
2499,3
2500,0
2501,4
2502,6
2503,6
2504,6
2505,3
2506,4
2507,4
2508,4
2509,4
2510,3
2511,4
2512,0
2513,6
2514,5
2515,0
2516,4
2517,6
2518,2
2519,5
2520,6
2521,3
2522,5
2523,3
2524,2
2525,4
2526,4
2527,3
2528,4
2529,4
2530,3
2531,6
2532,3
2533,3
2534,3
2535,2
2536,3
2537,3
2538,0
2539,3
2540,2
2541,3
2542,3
2543,4
2544,0
2545,4
2546,3
2547,3
2548,6
2549,3
2550,4
2551,6
2552,4
2553,3
2554,4
2555,6
2556,4
2557,0
2558,4
2559,6
2560,4
2561,6
2562,2
2563,2
2564,3
2565,6
2566,4
2567,3
2568,4
2569,2
2570,2
2571,0
2572,0
2573,6
2574,0
2575,2
2576,3
2577,2
2578,4
2579,3
2580,4
2581,4
2582,3
2583,3
2584,2
2585,5
2586,3
2587,3
2588,3
2589,3
2590,5
2591,4
2592,3
2593,4
2594,0
2595,0
2596,3
2597,6
2598,6
2599,2
2600,6
2601,0
2602,6
2603,4
2604,3
2605,4
2606,4
2607,3
2608,4
2609,4
2610,0
2611,3
2612,4
2613,3
2614,6
2615,5
2616,4
2617,4
2618,4
2619,4
2620,4
2621,2
2622,4
2623,4
2624,4
2625,3
2626,4
2627,3
2628,3
2629,0
2630,3
2631,5
2632,2
2633,2
2634,4
2635,3
2636,5
2637,3
2638,4
2639,5
2640,3
2641,3
2642,3
2643,4
2644,5
2645,4
2646,4
2647,6
2648,2
2649,3
2650,5
2651,6
2652,3
2653,2
2654,3
2655,5
2656,6
2657,3
2658,3
2659,1
2660,6
2661,3
2662,6
2663,6
2664,3
2665,5
2666,6
2667,3
2668,3
2669,2
2670,4
2671,0
2672,6
2673,6
2674,3
2675,3
2676,6
2677,4
2678,3
2679,4
2680,4
2681,2
2682,5
2683,6
2684,4
2685,2
2686,2
2687,4
2688,4
2689,2
2690,3
2691,0
2692,0
2693,3
2694,2
2695,3
2696,5
2697,4
2698,4
2699,0
2700,4
2701,3
2702,3
2703,4
2704,3
2705,4
2706,6
2707,6
2708,3
2709,4
2710,3
2711,3
2712,0
2713,3
2714,5
2715,6
2716,6
2717,6
2718,4
2719,4
2720,0
2721,2
2722,0
2723,6
2724,5
2725,3
2726,4
2727,6
2728,6
2729,3
2730,3
2731,3
2732,4
2733,2
2734,2
2735,0
2736,4
2737,4
2738,4
2739,5
2740,4
2741,4
2742,5
2743,3
2744,3
2745,4
2746,4
2747,3
2748,3
2749,3
2750,4
2751,4
2752,4
2753,3
2754,5
2755,5
2756,3
2757,0
2758,6
2759,4
2760,0
2761,4
2762,6
2763,3
2764,5
2765,3
2766,6
2767,6
2768,2
2769,6
2770,5
2771,0
2772,4
2773,3
2774,6
2775,4
2776,2
2777,0
2778,3
2779,2
2780,2
2781,3
2782,0
2783,2
2784,6
2785,2
2786,6
2787,5
2788,0
2789,4
2790,3
2791,6
2792,6
2793,6
2794,0
2795,5
2796,6
2797,2
2798,6
2799,4
2800,3
2801,4
2802,4
2803,5
2804,5
2805,3
2806,4
2807,0
2808,2
2809,3
2810,0
2811,5
2812,4
2813,6
2814,4
2815,3
2816,6
2817,4
2818,4
2819,6
2820,0
2821,0
2822,0
2823,3
2824,5
2825,4
2826,4
2827,4
2828,6
2829,0
2830,4
2831,0
2832,6
2833,3
2834,0
2835,0
2836,5
2837,4
2838,0
2839,4
2840,0
2841,5
2842,3
2843,2
2844,2
2845,3
2846,4
2847,3
2848,3
2849,3
2850,5
2851,4
2852,3
2853,4
2854,5
2855,6
2856,0
2857,3
2858,5
2859,2
2860,5
2861,5
2862,3
2863,3
2864,3
2865,3
2866,0
2867,6
2868,3
2869,4
2870,2
2871,4
2872,2
2873,6
2874,2
2875,5
2876,4
2877,0
2878,5
2879,6
2880,6
2881,5
2882,6
2883,0
2884,6
2885,5
2886,0
2887,3
2888,3
2889,3
2890,2
2891,3
2892,4
2893,3
2894,4
2895,1
2896,0
2897,3
2898,5
2899,6
2900,6
2901,4
2902,3
2903,5
2904,0
2905,0
2906,4
2907,0
2908,3
2909,6
2910,6
2911,4
2912,6
2913,2
2914,4
2915,0
2916,5
2917,4
2918,3
2919,3
2920,3
2921,6
2922,4
2923,6
2924,5
2925,4
2926,4
2927,3
2928,3
2929,2
2930,5
2931,5
2932,3
2933,4
2934,4
2935,2
2936,5
2937,4
2938,6
2939,2
2940,3
2941,6
2942,4
2943,4
2944,2
2945,4
2946,4
2947,4
2948,3
2949,6
2950,0
2951,3
2952,5
2953,5
2954,4
2955,6
2956,3
2957,3
2958,5
2959,3
2960,2
2961,0
2962,5
2963,4
2964,0
2965,3
2966,4
2967,4
2968,0
2969,5
2970,3
2971,4
2972,6
2973,3
2974,3
2975,2
2976,6
2977,5
2978,3
2979,2
2980,3
2981,3
2982,3
2983,4
2984,4
2985,6
2986,4
2987,4
2988,4
2989,5
2990,2
2991,4
2992,3
2993,4
2994,6
2995,6
2996,6
2997,2
